volcano_id,start_date,end_date
345040,06-1987,06-1990
345040,01-2008,01-2008
345040,11-2009,10-2014
345040,05-1963,07-1963
345040,07-1958,07-1961
345040,04-2017,11-2017
345040,01-1948,07-1951
345040,06-2016,08-2016
345040,01-1932,01-1934
345040,03-1981,05-1981
345040,12-1964,03-1965
345040,01-1888,01-1891
345040,12-1898,12-1907
345040,03-2006,03-2006
345040,02-2019,09-2019
345040,09-1910,10-1910
345040,09-1980,09-1980
345040,04-1996,04-1996
345040,05-1969,06-1969
345040,09-1979,01-1980
345040,01-1910,02-1910
345040,09-1978,12-1978
345040,12-1977,06-1978
345040,12-1980,12-1980
345060,02-1928,05-1928
345060,03-1924,04-1924
345060,05-1939,02-1940
345060,09-1917,01-1921
345060,09-1864,09-1864
345060,03-1933,07-1933
345060,03-1963,02-1965
345070,01-2011,01-2011
345070,08-1864,03-1865
345070,07-2022,07-2022
345070,01-2010,03-2010
345070,11-2021,02-2022
345070,06-2021,07-2021
345070,06-2020,08-2020
345070,01-2012,01-2012
345070,05-2013,06-2013
345070,01-1866,05-1866
345070,03-2015,12-2019
345070,10-2014,12-2014
351020,12-1984,03-1985
351020,02-2012,07-2013
351020,09-1985,07-1991
351020,11-2014,12-2024
351030,05-1826,06-1826
351050,02-2007,05-2007
351050,01-2008,04-2008
351050,10-2008,01-2012
351060,08-1926,09-1926
351060,03-1946,04-1946
351060,10-1847,01-1852
351060,03-2022,03-2022
351060,11-2023,11-2023
351060,03-1977,03-1977
351060,10-1925,11-1925
351060,10-1869,11-1869
351060,05-1949,06-1949
351070,11-1897,01-1906
351080,02-1936,08-1936
351080,10-1865,01-1870
351080,03-2000,05-2000
351080,06-2002,06-2002
351080,02-1989,05-1989
351080,11-2005,07-2006
351080,10-1924,01-1927
351080,10-2007,01-2008
351080,10-2008,01-2010
351080,07-1974,07-1983
351080,08-2010,08-2010
351080,05-2012,01-2014
351080,10-1828,03-1834
351080,06-1823,06-1823
351080,07-2004,02-2005
351080,01-1993,06-1993
351080,01-1950,09-1950
351080,01-1990,07-1992
351100,12-1926,12-1926
352010,11-1973,07-1974
352010,11-2004,03-2006
352010,07-1972,09-1972
352010,12-1856,12-1856
352010,04-1898,01-1906
352010,02-1912,03-1912
352010,07-2008,12-2024
352010,11-2002,01-2003
352010,02-1944,03-1944
352010,01-1926,05-1926
352010,01-1976,05-1976
352010,03-2007,10-2007
352020,03-1868,03-1868
352020,04-2002,04-2002
352020,05-1985,06-1985
352020,10-2002,12-2002
352020,11-2001,11-2001
352020,07-1869,08-1869
352020,08-1981,11-1982
352020,04-1990,05-1990
352020,03-1993,03-1993
352020,03-1997,10-1997
352020,08-1998,05-2001
352030,01-1801,05-1802
352050,07-1869,08-1869
352050,01-1870,01-1876
352050,09-1903,12-1904
352050,08-1906,09-1906
352050,10-1856,12-1856
352050,09-1866,09-1866
352050,11-1858,12-1858
352050,01-1877,09-1877
352050,01-1908,01-1914
352050,01-1860,01-1862
352050,08-1868,08-1868
352050,02-1880,07-1880
352050,08-2015,01-2016
352050,08-1878,08-1878
352050,10-2022,07-2023
352050,02-1879,06-1879
352050,01-1803,01-1803
352050,09-1853,09-1853
352050,01-1882,03-1882
352080,01-1886,01-1888
352080,11-2011,09-2012
352080,01-1885,10-1885
352080,04-2011,05-2011
352080,10-1999,07-2009
352080,01-2010,08-2010
352080,03-1916,12-1925
352080,12-2012,03-2016
352080,11-2010,01-2011
352090,07-2017,10-2017
352090,01-2013,05-2013
352090,08-2018,12-2018
352090,03-2019,12-2024
352090,02-2018,02-2018
352090,06-2011,09-2012
352090,08-1934,03-2011
352090,03-2016,11-2016
352090,01-2015,04-2015
353010,05-1968,05-1968
353010,06-1968,07-1968
353010,09-1988,09-1988
353010,12-1973,12-1973
353010,03-1937,04-1937
353010,04-2009,04-2009
353010,04-1991,04-1991
353010,03-1961,09-1961
353010,03-1977,03-1977
353010,02-1825,10-1825
353010,11-1846,11-1846
353010,03-2024,05-2024
353010,09-2017,09-2017
353010,06-2018,06-2018
353010,09-1958,12-1958
353010,05-1819,05-1819
353010,01-1995,04-1995
353010,01-2020,01-2020
353010,07-1814,08-1814
353010,08-1978,08-1978
353010,05-2005,05-2005
353020,05-2015,07-2015
353020,09-1849,09-1849
353020,01-2022,04-2022
353020,08-1800,08-1800
353020,08-1982,09-1982
353020,01-1948,01-1948
353020,03-1963,03-1963
353020,04-1925,03-1926
353020,08-1859,08-1859
353030,06-1813,06-1813
353050,10-2005,10-2005
353050,04-1963,05-1963
353050,11-1979,01-1980
353050,08-1948,02-1949
353050,06-2018,08-2018
353050,08-1953,01-1954
353060,01-1979,03-1979
353060,05-2008,06-2008
353060,06-1959,07-1959
353060,09-1998,10-1998
353060,04-1943,05-1943
353080,09-1991,11-1991
353090,01-1904,12-1906
354006,05-1990,09-1998
354006,03-2015,12-2015
354006,07-2003,07-2003
354006,06-1988,10-1988
354006,11-2016,12-2024
354006,04-2000,10-2000
354020,05-2024,06-2024
354020,09-2013,02-2016
354020,09-2016,03-2017
354020,06-2023,12-2023
354020,05-1867,05-1867
354020,05-1956,10-1956
354020,03-2006,07-2009
354020,06-2019,09-2019
354040,03-1802,08-1802
355040,09-1995,09-1995
355100,05-2005,05-2005
355100,11-1959,01-1968
355100,11-1987,04-1990
355100,12-1984,07-1985
355100,09-1986,09-1986
355100,04-2013,11-2013
355100,04-1858,12-1858
355100,12-2022,02-2023
355100,06-1954,07-1954
355100,01-1854,01-1854
355100,10-1996,10-1996
355100,11-1990,11-1990
355100,04-2006,07-2007
355100,10-1933,12-1933
355100,01-1883,01-1885
355100,01-1898,01-1900
355100,10-2015,04-2017
355100,10-1991,05-1992
355100,10-2002,10-2002
355100,11-1994,07-1995
355100,07-1994,07-1994
355100,07-2000,01-2001
355100,12-1993,02-1994
355100,11-1951,02-1952
355100,01-1993,08-1993
357010,01-1946,01-1947
357010,05-1961,08-1961
357010,01-1986,01-1986
357010,11-1987,11-1987
357010,01-1897,04-1897
357010,08-1964,09-1964
357010,01-1889,01-1890
357010,01-1980,01-1980
357020,11-1822,01-1838
357020,01-1889,01-1890
357020,01-1895,01-1897
357021,10-1905,10-1905
357040,11-2018,05-2019
357040,09-2010,10-2010
357040,02-1991,03-1991
357040,11-1998,11-1998
357040,04-1937,05-1937
357040,09-1938,10-1938
357040,02-2011,06-2011
357040,09-1889,01-1894
357050,06-1932,01-1933
357060,11-1846,01-1853
357060,01-1916,04-1932
357060,01-1933,07-1938
357070,08-1906,12-1906
357070,07-1973,07-1986
357070,08-2003,09-2003
357070,11-1928,01-1929
357070,01-1946,01-1947
357070,11-1864,02-1865
357070,01-2016,10-2022
357070,06-1861,01-1863
357080,02-1845,03-1845
357080,11-1852,01-1853
357080,01-1820,01-1821
357080,02-1861,08-1861
357090,09-2015,02-2017
357090,08-2019,11-2019
357090,06-2020,11-2020
357090,07-2000,10-2000
357090,10-2024,10-2024
357090,12-2012,12-2013
357090,06-2017,12-2018
357090,07-2012,07-2012
357090,07-2021,11-2021
357090,07-1992,07-1993
357090,07-2014,12-2014
357091,10-1980,10-1980
357100,12-1988,01-1990
357100,06-1887,01-1890
357110,12-1971,03-1972
357110,06-1942,11-1942
357110,05-1903,05-1903
357110,01-1895,01-1896
357110,12-1893,12-1894
357110,02-1990,11-1990
357110,10-1955,11-1957
357110,03-1945,04-1945
357110,10-1979,11-1979
357110,04-1984,11-1984
357110,10-1927,12-1927
357110,04-1889,07-1889
357110,04-1998,04-1998
357110,03-1997,10-1997
357110,10-1995,10-1995
357110,01-1907,03-1908
357110,08-1992,09-1992
357110,01-1887,06-1887
357110,12-1932,01-1933
357110,01-1877,06-1877
357110,01-1852,01-1853
357110,01-1875,01-1876
357110,01-2008,06-2009
357110,04-2003,04-2003
357110,05-1994,08-1994
357110,07-1930,08-1930
357110,05-2007,08-2007
357110,03-1932,03-1932
357110,02-1937,11-1937
357120,02-1869,02-1869
357120,02-1998,06-2002
357120,08-2004,12-2007
357120,10-1983,10-1983
357120,10-1908,12-1908
357120,10-1948,02-1949
357120,05-1859,04-1860
357120,04-1906,12-1906
357120,11-1822,11-1822
357120,12-1897,02-1898
357120,10-1922,11-1922
357120,12-1920,12-1920
357120,05-2003,03-2004
357120,01-1915,01-1918
357120,11-1837,11-1837
357120,07-2013,07-2013
357120,06-1980,09-1980
357120,01-1933,01-1933
357120,10-1971,02-1972
357120,10-1956,11-1956
357120,03-1964,04-1964
357120,09-1992,12-1992
357120,11-1875,01-1876
357120,01-1977,01-1977
357120,09-1994,12-1994
357120,08-1909,01-1910
357120,04-1806,05-1806
357120,02-1879,03-1879
357120,01-2009,03-2009
357120,12-1938,02-1939
357120,04-1995,06-1995
357120,02-1963,09-1963
357120,11-2009,04-2012
357120,08-1991,09-1991
357120,12-2014,12-2024
357120,08-1984,11-1985
357120,09-1996,08-1997
357120,05-1907,05-1907
357120,11-1958,12-1959
357120,12-1893,02-1894
357120,03-1877,05-1877
357120,01-1815,01-1818
357120,01-1927,01-1928
357120,12-1935,06-1936
357130,11-1864,11-1864
357140,04-1979,05-1979
357140,07-1955,11-1955
357140,04-1907,02-1908
357150,05-1960,07-1960
357150,12-1921,02-1922
357150,06-2011,04-2012
357150,01-1919,01-1920
358010,11-1834,02-1835
358020,04-2015,05-2015
358020,08-1972,08-1972
358020,01-1929,01-1929
358020,11-1894,01-1895
358020,01-1893,01-1894
358020,02-1961,03-1961
358020,01-1911,01-1912
358020,04-1917,05-1917
358030,01-1906,01-1907
358040,02-1835,03-1835
358041,05-2008,05-2011
358057,08-1991,10-1991
358057,08-1971,09-1971
358057,10-2011,11-2011
358060,12-1959,01-1960
358090,11-1820,11-1820
360050,03-2004,05-2004
360050,07-1995,10-2003
360050,04-2005,02-2013
360060,12-1836,02-1837
360060,04-1812,05-1812
360060,07-1976,03-1977
360060,10-1956,10-1956
360101,01-1880,01-1880
360101,07-1997,07-1997
360120,08-1851,02-1852
360120,04-1902,10-1905
360120,09-1929,12-1932
360150,04-1979,10-1979
360150,12-2020,04-2021
360150,01-1814,01-1814
360150,05-1902,03-1903
360150,10-1971,03-1972
360150,04-1812,06-1812
360160,01-1977,01-1977
360160,12-1988,12-1988
360160,10-1965,10-1965
360160,07-1972,07-1972
360160,12-2001,12-2001
360160,07-2015,07-2015
360160,09-1974,09-1974
360160,03-1990,03-1990
360160,05-1966,08-1966
360160,07-1939,07-1939
360160,10-1953,10-1953
360160,04-2017,04-2017
360160,10-1943,10-1943
371020,03-1830,03-1831
371020,12-2023,12-2024
371022,05-1879,06-1879
371032,08-2022,08-2022
371032,07-2023,08-2023
371032,03-2021,09-2021
372010,11-1963,06-1967
372010,01-1973,06-1973
372020,03-2010,06-2010
372020,12-1821,01-1823
372030,05-1860,05-1860
372030,06-1823,07-1823
372030,10-1918,11-1918
372070,03-1947,04-1948
372070,04-1913,05-1913
372070,02-2000,03-2000
372070,08-1980,08-1980
372070,09-1845,04-1846
372070,05-1970,07-1970
372070,02-1878,04-1878
372070,04-1981,04-1981
372070,01-1991,03-1991
373010,09-1996,11-1996
373010,12-1934,12-1934
373010,05-2011,05-2011
373010,05-1816,06-1816
373010,01-1873,08-1873
373010,03-1934,04-1934
373010,11-1933,12-1933
373010,11-2004,11-2004
373010,11-1891,03-1892
373010,12-1998,12-1998
373010,01-1883,04-1883
373010,05-1983,06-1983
373010,09-1922,10-1922
373012,12-1902,01-1904
373012,08-1887,01-1889
373030,08-2014,02-2015
373030,06-1862,10-1864
373030,12-1902,06-1903
373030,06-1910,10-1910
373050,01-1929,02-1929
373050,05-1968,06-1968
373060,01-1875,10-1875
373060,10-1961,12-1961
373080,12-1975,12-1975
373080,01-1981,02-1981
373080,03-1980,10-1980
373080,04-1977,09-1977
373080,11-1981,11-1981
373080,09-1984,09-1984
373100,12-1867,01-1868
376010,01-1985,01-1985
376010,09-1970,07-1972
377020,04-1999,04-1999
382010,09-1957,10-1958
382030,06-1800,06-1800
382030,05-1902,05-1902
382030,05-1808,06-1808
382050,06-1867,06-1867
382050,11-1998,03-2000
382080,06-1811,06-1811
382080,02-1811,02-1811
383010,09-2021,12-2021
383010,10-1971,11-1971
383010,06-1949,07-1949
383020,10-2011,03-2012
383030,11-1909,11-1909
383060,07-1824,10-1824
384010,04-1995,05-1995
384010,04-1847,05-1847
384010,06-1951,08-1951
384010,06-1857,12-1857
384010,02-1852,03-1852
384010,11-2014,02-2015
385052,11-2001,03-2002
386010,10-1961,03-1962
386011,07-2004,07-2004
390020,03-1908,11-1908
390020,12-1972,12-2024
390020,01-1841,02-1841
390020,04-1911,06-1911
390030,12-1967,12-1967
390030,02-1969,03-1969
390080,04-2016,07-2016
390080,01-1956,01-1956
390080,12-1936,01-1937
390081,10-2001,09-2007
390090,01-1989,03-1990
390090,05-2000,11-2013
390090,01-1999,01-1999
390090,11-2014,10-2024
390090,04-1995,02-1998
390130,03-2016,06-2016
390140,03-1962,03-1962
